group_id,Premise,Hypothesis,label
3812,রাস্তার উপর দিয়ে তিনটি ভ্যান গাড়ি যাচ্ছে।,রাস্তার উপর একটি ভ্যান যাচ্ছে,Contradiction
3813,একটি রাস্তা দিয়ে ৩ জন ভ্যানওলা যাত্রী নিয়ে যাচ্ছে।,ভ্যানগুলোর উপর কিছু মানুষ আছে,Entailment
3813,একটি রাস্তা দিয়ে ৩ জন ভ্যানওলা যাত্রী নিয়ে যাচ্ছে।,ভ্যানগুলো কিছু বৃদ্ধ মানুষ নিয়ে যাচ্ছে,Neutral
3813,একটি রাস্তা দিয়ে ৩ জন ভ্যানওলা যাত্রী নিয়ে যাচ্ছে।,রাস্তার উপর দিয়ে কিছু খালি ভ্যান যাচ্ছে,Contradiction
3814,দেয়ালে আঁকা একটি শকুন এর ছবির সামনে একটা বাচ্চা মেয়ে বসে আছে।,মেয়েটির পিছনে একটি আঁকা শকুনের ছবি আছে,Entailment
3814,দেয়ালে আঁকা একটি শকুন এর ছবির সামনে একটা বাচ্চা মেয়ে বসে আছে।,একটি লাল জামা পরা বাচ্চা মেয়ে বসে আছে,Neutral
3814,দেয়ালে আঁকা একটি শকুন এর ছবির সামনে একটা বাচ্চা মেয়ে বসে আছে।,শকুনের ছবির সামনে একটি মেয়ে দাঁড়িয়ে আছে,Contradiction
3815,একজন নারী বসে আছে ও একটি শিশু দাড়িয়ে আছে।,কম বয়সী মানুষটি দাঁড়িয়ে আছে,Entailment
3815,একজন নারী বসে আছে ও একটি শিশু দাড়িয়ে আছে।,একজন শাড়ি পড়া মহিলা বসে আছে,Neutral
3815,একজন নারী বসে আছে ও একটি শিশু দাড়িয়ে আছে।,একজন নারী ও শিশু দুজন বসে আছে,Contradiction
3816,একজন মহিলা বসে আর তার পাসে একটি বাচ্চা দারিয়ে এবং তাদের সামনে একটি পাত্রে মুরগি।,পাত্রের ভিতর মুরগি আছে,Entailment
3816,একজন মহিলা বসে আর তার পাসে একটি বাচ্চা দারিয়ে এবং তাদের সামনে একটি পাত্রে মুরগি।,নারী ও শিশুর সামনে রান্না করা মুরগি আছে,Neutral
3816,একজন মহিলা বসে আর তার পাসে একটি বাচ্চা দারিয়ে এবং তাদের সামনে একটি পাত্রে মুরগি।,মহিলা ও শিশুর সামনে পাত্রে হাঁস আছে,Contradiction
3817,একটি মসজিদে কয়েকজন মানুষ দেখা যাচ্ছে।,মসজিদের ভিতর কয়েকজন আছে,Entailment
3817,একটি মসজিদে কয়েকজন মানুষ দেখা যাচ্ছে।,মসজিদে পাঞ্জাবি পড়া কয়েকজন আছে,Neutral
3817,একটি মসজিদে কয়েকজন মানুষ দেখা যাচ্ছে।,মসজিদটি পুরো খালি,Contradiction
3818,একটি মসজিদের সামনে দিয়ে একজন হাটে যাচ্ছে,মসজিদের বাইরে একজন হাটছে,Entailment
3818,একটি মসজিদের সামনে দিয়ে একজন হাটে যাচ্ছে,মসজিদের বাইরে একজন পুরুষ হেটে যাচ্ছে,Neutral
3818,একটি মসজিদের সামনে দিয়ে একজন হাটে যাচ্ছে,মসজিদের সামনে কেউ নেই,Contradiction
3819,ধানক্ষেতের পাশে একজন নারী কম্পিউটার চালাচ্ছে।,ধানক্ষেতের কাছে একজন নারী আছে,Entailment
3819,ধানক্ষেতের পাশে একজন নারী কম্পিউটার চালাচ্ছে।,একজন নারী কম্পিউটারে গান শুনছে,Neutral
3819,ধানক্ষেতের পাশে একজন নারী কম্পিউটার চালাচ্ছে।,ধানক্ষেতের পাশে একজন মহিলা শুয়ে ঘুমাচ্ছে,Contradiction
3820,একজন নারী ও একজন পুরুষ আছে। দুইজনেই মৃত।,নারী ও পুরুষের মধ্যে কেউ বেঁচে নেই,Entailment
3820,একজন নারী ও একজন পুরুষ আছে। দুইজনেই মৃত।,নারীটি কাফনের কাপড়ে মোড়ানো,Neutral
3820,একজন নারী ও একজন পুরুষ আছে। দুইজনেই মৃত।,দুইজন মৃত পুরুষ আছে,Contradiction
3821,"তিনজন নারী, দুইটি শিশু ও একটি ছাগল আছে।",কিছু মানুষ ও একটি ছাগল আছে,Entailment
3821,"তিনজন নারী, দুইটি শিশু ও একটি ছাগল আছে।",মাঠের ভিতর কিছু মানুষ ও একটি ছাগল আছে,Neutral
3821,"তিনজন নারী, দুইটি শিশু ও একটি ছাগল আছে।","অনেক ছাগল আছে, কোনো মানুষ নেই",Contradiction
3822,একটি বাচ্চা ও ৩ জন মহিলা দারিয়ে হাসছে,মহিলাগুলো দেখতে খুশি মনে হচ্ছে,Entailment
3822,একটি বাচ্চা ও ৩ জন মহিলা দারিয়ে হাসছে,একটি সিনেমা দেখে কিছু মানুষ হাসছে,Neutral
3822,একটি বাচ্চা ও ৩ জন মহিলা দারিয়ে হাসছে,কিছু মানুষ কাঁদছে,Contradiction
3823,ফসলের ক্ষেতে একজন পুরুষ কাজ করছে।,একজন কাজ করছে,Entailment
3823,ফসলের ক্ষেতে একজন পুরুষ কাজ করছে।,একটি ক্ষেতে একজন মাটি কাটছে,Neutral
3823,ফসলের ক্ষেতে একজন পুরুষ কাজ করছে।,ঘরের ভিতর একজন পুরুষ বসে আছে,Contradiction
3824,কাল শার্ট ও নীল প্যান্ট পরা একটি ছেলে ঘাস কাটছে।,একটি ছেলে কাজ করছে,Entailment
3824,কাল শার্ট ও নীল প্যান্ট পরা একটি ছেলে ঘাস কাটছে।,কড়া রোদের নিচে একটি ছেলে ঘাস কাটছে,Neutral
3824,কাল শার্ট ও নীল প্যান্ট পরা একটি ছেলে ঘাস কাটছে।,নীল শার্ট ও কালো প্যান্ট পড়া একটি ছেলে ঘাস কাটছে,Contradiction
3825,একটি ছেলে ৪ টি মূর্তির চোখে কালো কাপড় বেঁধে দিচ্ছে।,একটি ছেলে মূর্তির উপর কালো কাপড় পড়াচ্ছে,Entailment
3825,একটি ছেলে ৪ টি মূর্তির চোখে কালো কাপড় বেঁধে দিচ্ছে।,ছেলেটি পাথরের মূর্তির উপর কালো কাপড় পড়াচ্ছে,Neutral
3825,একটি ছেলে ৪ টি মূর্তির চোখে কালো কাপড় বেঁধে দিচ্ছে।,ছেলেটি মূর্তির চোখের উপর লাল কাপড় পড়াচ্ছে,Contradiction
3826,পানিতে একজন বৃদ্ধ নারীকে দেখা যাচ্ছে।,একজন বয়স্ক নারী পানিতে আছে,Entailment
3826,পানিতে একজন বৃদ্ধ নারীকে দেখা যাচ্ছে।,একজন বৃদ্ধা পানিতে সাতরাচ্ছে,Neutral
3826,পানিতে একজন বৃদ্ধ নারীকে দেখা যাচ্ছে।,মাটির উপর একজন বৃদ্ধা হেটে যাচ্ছে,Contradiction
3827,"একজন পুরুষ, একজন নারী ও দুইটি শিশু আছে।",বিভিন্ন বয়স ও লিঙ্গের মানুষ আছে,Entailment
3827,"একজন পুরুষ, একজন নারী ও দুইটি শিশু আছে।",কিছু মানুষ বসে বসে মোনাজাত করছে,Neutral
3827,"একজন পুরুষ, একজন নারী ও দুইটি শিশু আছে।",শুধু কিছু পুরুষ আছে,Contradiction
3828,কারখানায় অনেকগুলো মানুষ একসাথে বসে কাজ করছে।,কারখানায় অনেকগুলো মানুষ একসাথে বসে কাজ করছে।,Entailment
3828,কারখানায় অনেকগুলো মানুষ একসাথে বসে কাজ করছে।,কারখানায় কিছু মানুষ লোহার কাজ করছে,Neutral
3828,কারখানায় অনেকগুলো মানুষ একসাথে বসে কাজ করছে।,খোলা আকাশের নিচে খেতে মানুষ কাজ করছে,Contradiction
3829,টুপি পরিহিত একজন পুরুষ শুয়ে ঘুমুচ্ছে।,পুরুষটির চোখ বন্ধ,Entailment
3829,টুপি পরিহিত একজন পুরুষ শুয়ে ঘুমুচ্ছে।,পুরুষটি ভ্যানের উপর শুয়ে ঘুমাচ্ছে,Neutral
3829,টুপি পরিহিত একজন পুরুষ শুয়ে ঘুমুচ্ছে।,পুরুষটি গোসল করছে,Contradiction
3830,"একজন ছেলে মানুষ টুপি, পাঞ্জাবি ও লুঙ্গি পরে জাইনামাজ আর উপর ঘুমিয়ে আছে।",জায়নামাজের উপর একটি ছেলে আছে,Entailment
3830,"একজন ছেলে মানুষ টুপি, পাঞ্জাবি ও লুঙ্গি পরে জাইনামাজ আর উপর ঘুমিয়ে আছে।",ঘুমন্ত ছেলেটির গায়ে সাদা পাঞ্জাবি,Neutral
3830,"একজন ছেলে মানুষ টুপি, পাঞ্জাবি ও লুঙ্গি পরে জাইনামাজ আর উপর ঘুমিয়ে আছে।",ছেলেটি জায়নামাজের উপর নামাজ পড়ছে,Contradiction
3831,পানিতে কয়েকটি শিশু গোছল করছে।,কিছু শিশু পানিতে ভিজে আছে,Entailment
3831,পানিতে কয়েকটি শিশু গোছল করছে।,কিছু শিশু পুকুরের পানিতে গোসল করছে,Neutral
3831,পানিতে কয়েকটি শিশু গোছল করছে।,কিছু শিশু মাঠে ক্রিকেট খেলছে,Contradiction
3832,জলাশয় এর পাশে অনেকগুলো নৌকা ও অনেকগুলো মানুষ আছে।,জলাশয়ের কাছে অনেক নৌকা ও মানুষ আছে,Entailment
3832,জলাশয় এর পাশে অনেকগুলো নৌকা ও অনেকগুলো মানুষ আছে।,জলাশয়ের পাশে নৌকার মধ্যে মানুষ গান গাচ্ছে,Neutral
3832,জলাশয় এর পাশে অনেকগুলো নৌকা ও অনেকগুলো মানুষ আছে।,জলাশয়ের আসে পাশে কোনো মানুষ নেই,Contradiction
3833,ঘরের ভিতর দুইজন পুরুষ বসে আছে।,কিছু পুরুষ একটি ঘরের ভিতর আছে,Entailment
3833,ঘরের ভিতর দুইজন পুরুষ বসে আছে।,দুইজন পুরুষ বসে বই পড়ছে,Neutral
3833,ঘরের ভিতর দুইজন পুরুষ বসে আছে।,মাঠে দুজন পুরুষ দাঁড়িয়ে আছে,Contradiction
3834,একটি ছেলে বিছানার উপর বসে গিটার বাজাচ্ছে,একটি ছেলে বাজনা বাজাচ্ছে,Entailment
3834,একটি ছেলে বিছানার উপর বসে গিটার বাজাচ্ছে,একটি ছেলে গিটারে একটি বাংলা গানের সুর বাজাচ্ছে,Neutral
3834,একটি ছেলে বিছানার উপর বসে গিটার বাজাচ্ছে,একটি ছেলে বিছানার উপর তবলা বাজাচ্ছে,Contradiction
3835,একজন মানুষকে আবছা দেখা যাচ্ছে।,একজন মানুষকে স্পষ্ট দেখা যাচ্ছে না,Entailment
3835,একজন মানুষকে আবছা দেখা যাচ্ছে।,কুয়াশার মধ্যে একজন মানুষকে আবছা দেখা যাচ্ছে,Neutral
3836,গাছপালার ভেতরে আগুন লাগছে,কিছু গাছপালা আগুনে পুড়ছে,Entailment
3836,গাছপালার ভেতরে আগুন লাগছে,কিছু বোট গাছের মধ্যে আগুন লেগেছে,Neutral
3836,গাছপালার ভেতরে আগুন লাগছে,গাছপালার মধ্যে কোনো আগুন নেই,Contradiction
3837,জলাশয়ে অনেকগুলো নৌকা চলাচল করছে।,জলাশয়ে একাধিক নৌকা আছে,Entailment
3837,জলাশয়ে অনেকগুলো নৌকা চলাচল করছে।,জলাশয়ের মধ্যে অনেক যন্ত্র বহনকারী নৌকা যাচ্ছে,Neutral
3837,জলাশয়ে অনেকগুলো নৌকা চলাচল করছে।,জলাশয় পুরো খালি,Contradiction
3838,একটি নদীতে কিছু মানুষ নিয়ে ১৭ টি নৌকা ভাসছে।,নদীর পানিতে কিছু নৌকা ভাসছে,Entailment
3838,একটি নদীতে কিছু মানুষ নিয়ে ১৭ টি নৌকা ভাসছে।,নদীতে কিছু বড় বড় নৌকা ভাসছে,Neutral
3838,একটি নদীতে কিছু মানুষ নিয়ে ১৭ টি নৌকা ভাসছে।,নদীতে কিছু মাছ ছাড়া আর কিছু নেই,Contradiction
3839,ঝরনাতে অনেকগুলো মানুষ গোসল করছে।,ঝর্ণার পানিতে কিছু মানুষ ভিজছে,Entailment
3839,ঝরনাতে অনেকগুলো মানুষ গোসল করছে।,ঝর্ণাতে অনেক বালক গোসুল করছে,Neutral
3839,ঝরনাতে অনেকগুলো মানুষ গোসল করছে।,পুকুরের পানিতে অনেক মানুষ গোসল করছে,Contradiction
3840,অনেকগুলো মানুষ কাজ করছে।,একাধিক মানুষ ব্যস্ত আছে,Entailment
3840,অনেকগুলো মানুষ কাজ করছে।,অনেক মানুষ কারখানায় কাজ করছে,Neutral
3840,অনেকগুলো মানুষ কাজ করছে।,অনেক মানুষ শুয়ে ঘুমাচ্ছে,Contradiction
3841,একজন নারী চশমা পরে মুখে হাত দিয়ে আছে।,নারীটির চোখের ওপর চশমা আছে,Entailment
3841,একজন নারী চশমা পরে মুখে হাত দিয়ে আছে।,মাথায় ফুল দেওয়া নারীর মুখে হাত দিয়ে আছে ও তার চোখে চশমা আছে,Neutral
3841,একজন নারী চশমা পরে মুখে হাত দিয়ে আছে।,চশমা পড়া নারীটি হাতের উপর হাত রেখে আছে,Contradiction
3842,এসিডে মুখ পুড়ে জাওয়া একটি মহিলা হাত দিয়ে তার মুখ ঢাকছে।,নারীটির মুখ এসিডের সাথে স্পর্শ করেছে,Entailment
3842,এসিডে মুখ পুড়ে জাওয়া একটি মহিলা হাত দিয়ে তার মুখ ঢাকছে।,মুখ এসিডে পুড়ে যাওয়ায় নারীটি আর্তনাদ করছে,Neutral
3842,এসিডে মুখ পুড়ে জাওয়া একটি মহিলা হাত দিয়ে তার মুখ ঢাকছে।,নারীটি ঘুমিয়ে আছে,Contradiction
3843,সমুদ্রের তীরে একজন মানুষ দাড়িয়ে আছে।,সমুদ্রের কাছে একজন দাঁড়িয়ে আছে,Entailment
3843,সমুদ্রের তীরে একজন মানুষ দাড়িয়ে আছে।,সমুদ্রের একজন একজন সূর্য অস্ত দেখছে,Neutral
3843,সমুদ্রের তীরে একজন মানুষ দাড়িয়ে আছে।,সমুদ্রের তীরে একজন বসে আছে,Contradiction
3844,ঝরে ভাঙ্গে যাওয়া একটি বাসার পাশে একজন বৃদ্ধ মানুষ গোসল করছে।,ঝড়ের কারণে বাসাটি ভেঙে গেছে,Entailment
3844,ঝরে ভাঙ্গে যাওয়া একটি বাসার পাশে একজন বৃদ্ধ মানুষ গোসল করছে।,ভাঙা বাড়ির পাশে একজন বৃদ্ধ বালতি থেকে পানি নিয়ে গোসল করছে,Neutral
3844,ঝরে ভাঙ্গে যাওয়া একটি বাসার পাশে একজন বৃদ্ধ মানুষ গোসল করছে।,ভাঙা বাসাটির আছে পাশে কোনো মানুষ নেই,Contradiction
3845,একজন বৃদ্ধ পুরুষ দাড়িয়ে আছে।,একজন বয়স্ক মানুষ দাঁড়িয়ে আছে,Entailment
3845,একজন বৃদ্ধ পুরুষ দাড়িয়ে আছে।,একজন বৃদ্ধ দাঁড়িয়ে বাঁশি বাজাচ্ছে,Neutral
3845,একজন বৃদ্ধ পুরুষ দাড়িয়ে আছে।,একজন বৃদ্ধ পুরুষ বসে আছে,Contradiction
3846,একজন বয়স্ক মানুষ একটি গাছের নিচে দারিয়ে আছে।,গাছের নিচে একজন আছে,Entailment
3846,একজন বয়স্ক মানুষ একটি গাছের নিচে দারিয়ে আছে।,গাছের নিচে একজন মানুষ দাঁড়িয়ে গান গাচ্ছে,Neutral
3846,একজন বয়স্ক মানুষ একটি গাছের নিচে দারিয়ে আছে।,খোলা আকাশের নিচে একজন পুরুষ দাঁড়িয়ে আছে,Contradiction
3847,পাশে দুইটি শিশু বিবস্ত্র অবস্থায় আছে।,শিশুগুলির গায়ে কোনো কাপড় নেই,Entailment
3847,পাশে দুইটি শিশু বিবস্ত্র অবস্থায় আছে।,দুটি বিবস্ত্র অবস্থায় শিশু কাঁদছে,Neutral
3847,পাশে দুইটি শিশু বিবস্ত্র অবস্থায় আছে।,পাশে পাঞ্জাবি পড়া দুটি শিশু আছে,Contradiction
3848,২ জন বাচ্চা ও একজন বড় মানুষ হেঁটে নদীর দিকে যাচ্ছে,দুটি বাচ্চা ও একটি বড় মানুষ হেঁটে নদীর কাছে যাচ্ছে,Entailment
3848,২ জন বাচ্চা ও একজন বড় মানুষ হেঁটে নদীর দিকে যাচ্ছে,একজন নারী ও তার দুই সন্তান হেটে নদীর দিকে যাচ্ছে,Neutral
3848,২ জন বাচ্চা ও একজন বড় মানুষ হেঁটে নদীর দিকে যাচ্ছে,দুটি বাচ্চা ও একজন বড় মানুষ বসে আছে,Contradiction
3849,কয়েকজন শিশু বসে কাজ করছে।,কয়েকজন শিশু ব্যস্ত আছে,Entailment
3849,কয়েকজন শিশু বসে কাজ করছে।,কিছু শিশু বসে লোহার কাজ করছে,Neutral
3849,কয়েকজন শিশু বসে কাজ করছে।,কয়েকজন শিশু দাঁড়িয়ে কাজ করছে,Contradiction
3850,কয়েকটি শিশু খালি গায়ে সিগারেট প্যাকেটে ভরে।,কয়েকটি শিশু সিগারেট প্যাকেটের ভিতর ঢুকাচ্ছে,Entailment
3850,কয়েকটি শিশু খালি গায়ে সিগারেট প্যাকেটে ভরে।,পানিতে ভেজা কিছু শিশু সিগারেট প্যাকেটে ঢুকাচ্ছে,Neutral
3850,কয়েকটি শিশু খালি গায়ে সিগারেট প্যাকেটে ভরে।,কয়েকটি শিশু খালি গায়ে ক্রিকেট খেলছে,Contradiction
3851,পানির পাশে একজন মানুষ বসে আছে,পানির কাছে একজন বসে আছে,Entailment
3851,পানির পাশে একজন মানুষ বসে আছে,পানির পাশে একজন বসে বই পড়ছে,Neutral
3851,পানির পাশে একজন মানুষ বসে আছে,পানির মধ্যে একজন সাঁতার কাটছে,Contradiction
3852,একজন মহিলা কল থেকে পানি পাত্রে ভরছে,একটি মহিলা কল থেকে পানি জোগাড় করছে,Entailment
3852,একজন মহিলা কল থেকে পানি পাত্রে ভরছে,একটি মহিলা খাবার রান্না করার জন্য পাত্রে পানি ভরছে,Neutral
3852,একজন মহিলা কল থেকে পানি পাত্রে ভরছে,একটি মহিলা মই বেয়ে উঠছে,Contradiction
3853,পানির ভিতর দিয়ে কয়েকজন মানুষ ও গরু হাঁটছে।,কিছু মানুষ ও গরু পানিতে পা ফেলে হাটছে,Entailment
3853,পানির ভিতর দিয়ে কয়েকজন মানুষ ও গরু হাঁটছে।,পানি দিয়ে কয়েকজন মানুষ ও গরু মাঠ পার হচ্ছে,Neutral
3853,পানির ভিতর দিয়ে কয়েকজন মানুষ ও গরু হাঁটছে।,কয়েকজন মানুষ ও গরু পানিতে দাঁড়িয়ে আছে,Contradiction
3854,একজন পুরুষ মানুষ কাজ করছে।,একজন কাজ করছে,Entailment
3854,একজন পুরুষ মানুষ কাজ করছে।,একজন পুরুষ কারখানায় কাজ করছে,Neutral
3854,একজন পুরুষ মানুষ কাজ করছে।,একজন পুরুষ বিশ্রাম নিচ্ছে,Contradiction
3855,কারখানায় অনেকগুলো মানুষ একসাথে বসে কাজ করছে।,কারখানার ভিতর কিছু মানুষ আছে,Entailment
3855,কারখানায় অনেকগুলো মানুষ একসাথে বসে কাজ করছে।,কারখানায় একজন গার্মেন্টস কাজ করছে,Neutral
3855,কারখানায় অনেকগুলো মানুষ একসাথে বসে কাজ করছে।,খেতে অনেক মানুষ কাজ করছে,Contradiction
3856,একটি কারখনাই ২ জন মহিলা সেলাই করছে,দুজন মহিলা সেলাইয়ের কাজ করছে,Entailment
3856,একটি কারখনাই ২ জন মহিলা সেলাই করছে,দুজন শাড়ি পরা মহিলা সেলাই করছে,Neutral
3856,একটি কারখনাই ২ জন মহিলা সেলাই করছে,কারখানায় দুজন মহিলা টিভি দেখছে,Contradiction
3857,ট্রেন এ করে অনেক গুলো মানুষ যাচ্ছে।,ট্রেনের ভিতর অনেক মানুষ আছে,Entailment
3857,ট্রেন এ করে অনেক গুলো মানুষ যাচ্ছে।,রাতের মাঝে ট্রেনে অনেক মানুষ যাচ্ছে,Neutral
3857,ট্রেন এ করে অনেক গুলো মানুষ যাচ্ছে।,বাসে করে অনেক মানুষ যাচ্ছে,Contradiction
3858,দুইজন বালক পানি থেকে ফুল তুলছে।,পানির মধ্যে ফুল আছে,Entailment
3858,দুইজন বালক পানি থেকে ফুল তুলছে।,বালকরা পানি থেকে শাপলা ফুল নিচ্ছে,Neutral
3858,দুইজন বালক পানি থেকে ফুল তুলছে।,ব্লকরা গাছ থেকে ফুল তুলছে,Contradiction
3859,একটি বাচ্চা খালি গায়ে বিল থেকে শাপলা তুলছে।,বিলের ভিতর শাপলা ফুল আছে,Entailment
3859,একটি বাচ্চা খালি গায়ে বিল থেকে শাপলা তুলছে।,কালো প্যান্ট ও খালি গায়ে একটি বালক শাপলা ফুল তুলছে,Neutral
3859,একটি বাচ্চা খালি গায়ে বিল থেকে শাপলা তুলছে।,হলুদ শার্ট পড়া একজন বালক বিল থেকে শাপলা ফুল নিচ্ছে,Contradiction
3860,একজন নারী দাড়িয়ে আছে।,একজন মহিলা দাঁড়িয়ে আছে,Entailment
3860,একজন নারী দাড়িয়ে আছে।,শাড়ি পরা একজন নারী দাঁড়িয়ে আছে,Neutral
3860,একজন নারী দাড়িয়ে আছে।,একজন নারী বসে আছে,Contradiction
3861,হাত কাটা একজন মহিলা হাসপাতালের একটি রুমে দারিয়ে আছে,একজন মহিলা হাতে বেথা পেয়েছে,Entailment
3861,হাত কাটা একজন মহিলা হাসপাতালের একটি রুমে দারিয়ে আছে,হাতকাটা মহিলা হাসপাতালের রুমে দাঁড়িয়ে কাঁদছে,Neutral
3861,হাত কাটা একজন মহিলা হাসপাতালের একটি রুমে দারিয়ে আছে,হাতকাটা মহিলাটি রাস্তার পাশে দাঁড়িয়ে আছে,Contradiction
3862,জলাশয় এর পাশে মাটিতে অনেক গুলো মানুষ দাড়িয়ে আছে।,জলাশয়ের কাছে অনেক মানুষ আছে,Entailment
3862,জলাশয় এর পাশে মাটিতে অনেক গুলো মানুষ দাড়িয়ে আছে।,জলাশয়ের পাশে অনেক মানুষ দাঁড়িয়ে হৈহুল্লোড় করছে,Neutral
3862,জলাশয় এর পাশে মাটিতে অনেক গুলো মানুষ দাড়িয়ে আছে।,জলাশয়ের পাশে অনেক মানুষ বসে আছে,Contradiction
3863,পানির স্রতে নদীর পাড় ভাঙ্গে যাচ্ছে,পানির স্রোত নদীর পাড়ে এসে বারি দিচ্ছে,Entailment
3863,পানির স্রতে নদীর পাড় ভাঙ্গে যাচ্ছে,কালচে পানির স্রোত নদীর পাড় ভাঙছে,Neutral
3863,পানির স্রতে নদীর পাড় ভাঙ্গে যাচ্ছে,পানির স্রোত নদীর পাড় ভাঙতে পারছে না,Contradiction
3864,কয়েকজন নারী ও শিশু আছে।,কোনো বড় পুরুষ নেই,Entailment
3864,কয়েকজন নারী ও শিশু আছে।,কিছু নারী ও শিশু মাইল অনুষ্ঠান দেখছে,Neutral
3864,কয়েকজন নারী ও শিশু আছে।,শুধু পুরুষের একটি দল আছে,Contradiction
3865,একজন নারী একজন শিশুকে জড়িয়ে ধরে আছে।,একজন নারী একটি শিশুর গায়ে হাত দিয়ে আছে,Entailment
3865,একজন নারী একজন শিশুকে জড়িয়ে ধরে আছে।,বোরকা পরা একজন নারী একটি শিশুকে ধরে আছে,Neutral
3865,একজন নারী একজন শিশুকে জড়িয়ে ধরে আছে।,একজন পুরুষ একটি বাচ্চাকে ধরে আছে,Contradiction
3866,এখানে চারটি শিশু আছে।,এখানে কিছু শিশু আছে,Entailment
3866,এখানে চারটি শিশু আছে।,এখানে কিছু বাচ্চা মেয়ে আছে,Neutral
3866,এখানে চারটি শিশু আছে।,এখানে অনেক বৃদ্ধ আছে,Contradiction
3867,২ টি মেয়ে ও ২ টি ছেলে বাচ্চা লেখাপড়া করছে আর হাসছে।,কিছু শিশু পড়াশোনা করছে,Entailment
3867,২ টি মেয়ে ও ২ টি ছেলে বাচ্চা লেখাপড়া করছে আর হাসছে।,কিছু শিশু গণিত পড়ছে ও হাসছে,Neutral
3867,২ টি মেয়ে ও ২ টি ছেলে বাচ্চা লেখাপড়া করছে আর হাসছে।,কিছু শিশু কাঁদছে,Contradiction
3868,একজন নারী একটি গরু নিয়ে দাড়িয়ে আছে।,একজন মহিলা একটি গরু নিয়ে দাঁড়িয়ে আছে,Entailment
3868,একজন নারী একটি গরু নিয়ে দাড়িয়ে আছে।,একটি নারী একটি কালো গরু নিয়ে দাঁড়িয়ে আছে,Neutral
3868,একজন নারী একটি গরু নিয়ে দাড়িয়ে আছে।,একটি পুরুষ একটি গরু নিয়ে দাঁড়িয়ে আছে,Contradiction
3869,একজন পুরুষ দাড়িয়ে প্রার্থনা করছে।,একজন দোয়া করছে,Entailment
3869,একজন পুরুষ দাড়িয়ে প্রার্থনা করছে।,একজন হাত জড়িয়ে প্রার্থনা করছে,Neutral
3869,একজন পুরুষ দাড়িয়ে প্রার্থনা করছে।,একজন বসে প্রার্থনা করছে,Contradiction
3870,একজন বালিকা কোমরে ধান গাছ নিয়ে আছে।,বালিকাটি ধান গাছ নিয়ে আছে,Entailment
3870,একজন বালিকা কোমরে ধান গাছ নিয়ে আছে।,চোখে চশমা পড়া বালিকাটি কোমরে ধান নিয়ে আছে,Neutral
3870,একজন বালিকা কোমরে ধান গাছ নিয়ে আছে।,একজন বালক ধান গাছ নিয়ে আছে,Contradiction
3871,একটি বাচ্চা মেয়ে ঘাসের বোঝা কোলে করে নিয়ে আসছে।,বাচ্চা মেয়েটি ঘাস নিয়ে আসছে,Entailment
3871,একটি বাচ্চা মেয়ে ঘাসের বোঝা কোলে করে নিয়ে আসছে।,মেয়েটি কোলে ঘাস নিয়ে বাড়ির দিকে আসছে,Neutral
3871,একটি বাচ্চা মেয়ে ঘাসের বোঝা কোলে করে নিয়ে আসছে।,বাচ্চা মেয়েটি কোলে ইটের বোঝা নিয়ে আসছে,Contradiction
3872,একজন মানুষ পানি দিয়ে আগুন নেভানোর কাজ করছে।,মানুষটি আগুনের উপর পানি ঢালছে,Entailment
3872,একজন মানুষ পানি দিয়ে আগুন নেভানোর কাজ করছে।,একজন মানুষ বালতি থেকে পানি নিয়ে আগুন নিভানোর চেষ্টা করছে,Neutral
3872,একজন মানুষ পানি দিয়ে আগুন নেভানোর কাজ করছে।,মানুষটি পাতাতে আগুন লাগাচ্ছে,Contradiction
3873,একজন ফায়ার সার্ভিস কর্মী পানি দিয়ে আগুন নিভানোর চেষ্টা করছে।,মানুষটি ফায়ার সার্ভিসে কাজ করে,Entailment
3873,একজন ফায়ার সার্ভিস কর্মী পানি দিয়ে আগুন নিভানোর চেষ্টা করছে।,হলুদ ইউনিফর্ম পরা লোকটি পানি নিভানোর কাজ করছে,Neutral
3873,একজন ফায়ার সার্ভিস কর্মী পানি দিয়ে আগুন নিভানোর চেষ্টা করছে।,একজন বাড়িতে আগুন লাগাচ্ছে,Contradiction
3874,সামনে কয়েকজন নারী ও পিছনে অনেকগুলো পুরুষ দাড়িয়ে আছে।,নারীদের পিছনে পুরুষ আছে,Entailment
3874,সামনে কয়েকজন নারী ও পিছনে অনেকগুলো পুরুষ দাড়িয়ে আছে।,অনেক নারী ও পুরুষ ভাষণ শুনছে,Neutral
3874,সামনে কয়েকজন নারী ও পিছনে অনেকগুলো পুরুষ দাড়িয়ে আছে।,অনেক নারী ও পুরুষ বসে আছে,Contradiction
3875,লাল সাদা শারি পরে ৬ টি মেয়ে দারিয়ে আছে,মেয়েগুলার পরনে শাড়ির রং লাল ও সাদা,Entailment
3875,লাল সাদা শারি পরে ৬ টি মেয়ে দারিয়ে আছে,শাড়ি পরা মেয়েগুলো নাচছে ও গাইছে,Neutral
3875,লাল সাদা শারি পরে ৬ টি মেয়ে দারিয়ে আছে,শাড়ি পরা মেয়েগুলো বসে আছে,Contradiction
3876,চাপা গলির ভিতর একজন শিশু খেলছে।,গলির ভিতর একজন শিশু আছে,Entailment
3876,চাপা গলির ভিতর একজন শিশু খেলছে।,গলির ভিতর একটি শিশু ফুটবল খেলছে,Neutral
